crop_type,region,demand_tons,supply_tons,avg_quality_score,avg_batch_age_days,market_price_per_kg
wheat,Bangalore,15.4,36.8,0.8,7.2,15.46
wheat,Hyderabad,18.1,22.2,0.89,4.9,21.79
wheat,Hyderabad,21.1,32.7,0.89,2.5,22.74
onion,Chennai,39.7,26.2,0.63,7.8,18.08
onion,Hyderabad,30.9,36.8,0.78,6.0,15.98
tomato,Bangalore,16.3,32.1,0.99,3.2,15.82
tomato,Hyderabad,35.3,36.7,0.62,8.0,9.25
tomato,Bangalore,29.5,40.0,0.64,3.4,10.69
tomato,Chennai,25.4,30.5,0.67,6.1,11.41
onion,Hyderabad,13.4,29.1,0.88,1.4,15.5
onion,Hyderabad,15.8,11.8,0.95,1.5,24.33
onion,Hyderabad,29.6,42.3,0.62,1.2,17.76
wheat,Hyderabad,37.4,19.3,0.78,4.8,30.45
tomato,Chennai,40.0,18.2,0.89,3.6,20.35
wheat,Chennai,15.4,39.5,0.6,3.2,9.0
tomato,Chennai,12.9,20.4,0.62,5.2,11.04
tomato,Bangalore,13.3,26.4,0.63,5.2,7.86
onion,Chennai,35.0,10.3,0.69,5.3,26.44
onion,Bangalore,34.7,16.6,0.88,3.0,29.59
tomato,Bangalore,27.3,34.4,0.67,2.0,9.0
wheat,Chennai,12.1,44.0,0.61,5.2,9.39
onion,Chennai,19.7,21.2,0.78,5.4,16.49
tomato,Chennai,21.4,40.5,0.87,3.4,9.22
onion,Chennai,10.6,35.7,0.79,6.7,9.12
wheat,Chennai,31.8,14.2,0.67,3.2,29.68
wheat,Bangalore,39.4,40.8,0.71,1.7,22.97
onion,Bangalore,34.1,41.5,0.85,1.0,18.01
wheat,Bangalore,20.9,27.5,0.62,3.4,21.14
tomato,Bangalore,24.9,25.0,0.98,2.5,14.91
tomato,Hyderabad,32.1,29.5,0.97,3.6,15.15
onion,Bangalore,18.6,15.6,0.82,4.7,19.08
wheat,Chennai,30.9,31.8,0.68,4.3,22.04
onion,Chennai,24.7,43.8,0.93,3.0,18.25
onion,Bangalore,36.7,13.3,1.0,7.6,26.12
tomato,Hyderabad,28.1,33.5,0.84,1.5,14.63
tomato,Hyderabad,16.3,20.2,0.91,2.1,15.61
wheat,Chennai,23.5,38.9,0.64,5.9,14.67
wheat,Chennai,19.3,42.6,0.7,5.5,14.11
onion,Bangalore,36.5,39.4,0.83,2.7,15.56
onion,Chennai,31.3,10.4,0.78,6.9,18.67
tomato,Hyderabad,14.7,17.2,0.87,3.5,14.69
onion,Chennai,14.7,18.8,0.66,7.7,10.39
wheat,Bangalore,14.6,24.7,0.63,4.6,16.28
onion,Bangalore,25.3,14.5,0.9,3.8,21.33
onion,Bangalore,20.3,18.5,0.76,1.1,18.6
wheat,Bangalore,16.8,27.2,0.74,6.8,17.2
tomato,Bangalore,37.1,13.7,0.99,7.0,20.51
onion,Chennai,38.2,35.3,0.68,4.1,18.5
tomato,Bangalore,21.6,21.6,0.84,7.1,11.2
wheat,Bangalore,38.7,39.5,0.88,3.1,23.28
tomato,Hyderabad,37.5,31.1,0.92,6.5,16.29
tomato,Chennai,12.8,27.8,0.66,3.9,10.26
tomato,Chennai,24.4,34.5,0.97,3.6,9.16
tomato,Hyderabad,29.3,38.6,0.82,2.8,15.26
tomato,Hyderabad,27.4,23.7,0.83,4.6,13.88
wheat,Bangalore,29.5,24.8,0.77,2.0,30.83
onion,Hyderabad,25.2,10.8,0.73,6.7,21.27
tomato,Hyderabad,23.5,20.0,0.72,3.7,11.52
onion,Chennai,22.8,29.3,0.69,6.2,12.07
wheat,Bangalore,34.3,37.3,0.69,6.0,18.45
onion,Chennai,38.2,40.3,0.8,2.0,22.04
onion,Bangalore,29.4,24.8,0.66,4.4,19.46
onion,Bangalore,23.9,35.0,0.89,2.0,16.35
onion,Bangalore,27.3,14.6,0.78,2.9,22.44
tomato,Chennai,22.9,35.4,0.8,5.4,11.72
wheat,Chennai,33.0,24.9,0.78,4.6,25.61
onion,Chennai,19.2,11.3,0.97,3.4,24.68
onion,Hyderabad,33.4,30.1,0.99,2.7,23.04
wheat,Hyderabad,31.8,33.0,0.89,3.5,23.75
wheat,Chennai,32.7,19.3,0.79,6.8,22.91
wheat,Hyderabad,23.9,28.8,1.0,3.8,21.52
wheat,Bangalore,37.2,11.4,0.77,1.4,33.01
tomato,Hyderabad,11.0,10.0,0.63,6.3,10.81
onion,Bangalore,24.6,34.9,0.95,7.5,12.09
tomato,Chennai,33.3,44.0,0.79,3.1,11.4
tomato,Chennai,19.1,19.0,0.84,1.1,19.03
onion,Hyderabad,18.8,40.7,0.91,1.2,12.68
onion,Chennai,20.6,32.3,0.9,5.7,14.44
wheat,Chennai,27.2,23.9,0.75,1.1,22.96
wheat,Hyderabad,31.6,31.1,0.97,1.4,26.89
tomato,Chennai,13.6,44.9,0.91,3.9,5.21
onion,Bangalore,30.4,37.6,0.93,1.6,22.74
onion,Hyderabad,38.5,40.4,0.79,3.4,19.1
wheat,Chennai,22.0,22.8,0.82,5.7,18.63
wheat,Bangalore,18.6,36.9,0.68,6.0,17.42
onion,Chennai,28.0,13.1,0.62,3.6,23.37
tomato,Chennai,26.9,43.8,0.69,6.0,10.91
tomato,Chennai,18.4,16.3,0.82,2.5,18.0
tomato,Chennai,27.2,17.7,0.94,6.2,18.29
tomato,Hyderabad,24.2,24.4,0.97,3.4,18.52
wheat,Bangalore,13.8,36.4,0.79,2.0,21.24
onion,Chennai,38.4,22.8,0.96,3.1,24.37
tomato,Bangalore,29.1,18.2,0.83,5.5,17.11
tomato,Bangalore,33.3,20.9,0.83,7.9,18.17
tomato,Bangalore,12.5,38.8,0.87,2.4,7.58
tomato,Hyderabad,22.8,14.7,0.97,4.3,19.48
wheat,Hyderabad,20.6,37.9,0.78,3.2,18.33
onion,Bangalore,34.0,37.7,0.99,6.5,17.9
onion,Bangalore,31.5,13.8,0.9,2.0,27.13
wheat,Chennai,39.3,43.5,0.62,4.1,20.27
tomato,Chennai,38.5,32.2,0.74,5.2,12.64
onion,Hyderabad,38.6,31.3,0.69,4.4,17.67
wheat,Bangalore,27.5,43.2,0.79,7.3,17.75
tomato,Bangalore,14.4,34.8,0.77,2.8,11.75
onion,Bangalore,37.4,36.3,0.97,3.2,22.52
onion,Bangalore,21.1,11.9,0.91,5.9,20.12
onion,Hyderabad,28.7,24.6,0.82,4.0,25.26
onion,Chennai,28.1,36.2,0.97,5.1,14.39
wheat,Hyderabad,30.2,10.2,0.99,7.1,29.38
tomato,Bangalore,38.8,17.3,0.72,6.4,19.0
tomato,Bangalore,16.7,29.5,0.91,5.3,12.75
tomato,Hyderabad,10.8,32.5,0.96,7.2,6.02
onion,Chennai,23.4,37.1,0.81,3.2,19.13
tomato,Chennai,11.1,30.4,0.69,2.0,12.57
tomato,Chennai,37.0,38.6,1.0,2.3,19.04
onion,Chennai,20.1,14.5,0.81,5.4,16.25
onion,Chennai,10.6,22.2,0.89,6.4,14.99
onion,Chennai,10.5,31.6,0.63,1.8,10.54
tomato,Hyderabad,34.8,23.4,0.84,6.0,18.95
tomato,Bangalore,26.0,31.2,0.8,3.9,13.13
wheat,Hyderabad,25.4,21.2,0.67,2.8,21.23
wheat,Chennai,31.1,27.2,0.64,2.2,24.91
tomato,Hyderabad,39.7,33.9,0.86,1.1,17.52
wheat,Bangalore,14.4,39.3,0.61,5.5,10.2
tomato,Hyderabad,23.8,11.4,0.61,1.8,18.5
onion,Hyderabad,26.6,11.1,0.79,7.5,23.88
onion,Chennai,25.6,40.0,0.76,7.2,8.93
wheat,Bangalore,18.4,11.9,0.92,3.9,24.07
tomato,Bangalore,35.0,29.4,0.85,4.3,15.04
onion,Hyderabad,11.0,33.6,0.76,4.1,11.48
wheat,Bangalore,25.4,18.5,0.67,1.5,28.28
onion,Hyderabad,22.8,31.9,0.89,5.8,10.53
wheat,Chennai,29.2,27.3,0.94,7.1,20.47
wheat,Bangalore,14.1,32.1,0.72,1.1,18.7
wheat,Bangalore,39.6,33.4,0.7,6.0,23.18
wheat,Hyderabad,16.4,39.8,0.77,7.7,14.34
wheat,Bangalore,28.9,44.2,0.73,1.8,22.22
onion,Chennai,37.2,37.4,0.85,3.2,17.89
wheat,Chennai,31.8,43.8,0.7,1.1,21.1
tomato,Chennai,31.2,37.7,0.68,2.8,8.92
wheat,Hyderabad,24.2,38.0,0.83,6.4,17.24
onion,Bangalore,10.5,22.8,0.71,4.5,16.62
tomato,Hyderabad,13.9,36.3,0.64,6.9,5.0
onion,Chennai,19.7,42.4,0.92,7.5,7.59
onion,Chennai,15.5,17.5,0.71,3.1,19.83
tomato,Bangalore,38.3,38.8,0.62,4.3,10.07
onion,Chennai,21.5,25.1,0.99,1.6,19.03
wheat,Chennai,27.5,11.7,0.84,6.6,28.97
tomato,Bangalore,39.7,35.0,0.67,7.7,11.9
onion,Chennai,11.8,33.0,0.95,5.0,14.67
wheat,Bangalore,20.8,11.6,0.94,7.4,22.7
wheat,Hyderabad,21.0,12.7,0.89,1.0,26.12
onion,Bangalore,37.4,16.7,0.76,7.6,25.5
onion,Bangalore,31.2,16.7,0.82,2.8,23.0
onion,Bangalore,17.0,27.2,0.95,6.0,13.57
onion,Bangalore,12.7,34.3,0.67,6.5,8.5
wheat,Chennai,22.1,35.9,0.99,4.2,16.59
tomato,Chennai,36.2,18.0,0.6,4.4,15.9
wheat,Chennai,34.6,25.2,0.63,6.5,22.89
onion,Chennai,14.7,36.0,0.84,1.4,13.63
onion,Chennai,23.4,22.1,0.74,6.7,19.31
tomato,Hyderabad,37.1,27.6,0.79,8.0,11.73
tomato,Chennai,33.9,11.7,0.94,5.6,20.95
onion,Bangalore,20.4,10.7,0.93,2.0,25.39
wheat,Bangalore,24.9,38.3,0.79,7.6,12.22
onion,Chennai,20.0,24.0,0.77,5.4,13.31
tomato,Chennai,21.9,38.6,0.83,1.3,15.34
wheat,Bangalore,33.8,37.5,0.69,3.0,20.84
wheat,Hyderabad,26.1,19.6,0.79,6.2,23.4
tomato,Bangalore,18.8,22.1,0.9,6.9,9.11
wheat,Bangalore,40.0,33.5,1.0,5.6,22.85
wheat,Hyderabad,23.0,15.0,0.93,7.5,20.13
onion,Hyderabad,17.7,31.5,0.98,1.3,20.23
onion,Chennai,28.0,19.9,0.95,3.3,20.67
onion,Bangalore,27.4,15.9,0.77,4.2,20.05
tomato,Bangalore,10.5,28.2,0.88,7.6,6.9
onion,Hyderabad,35.2,33.9,0.68,4.2,17.06
onion,Bangalore,19.8,27.5,0.98,6.1,14.2
wheat,Hyderabad,12.5,31.2,0.64,6.9,15.63
onion,Bangalore,19.7,18.6,0.6,2.6,19.63
wheat,Chennai,25.9,30.7,0.72,1.2,21.07
tomato,Hyderabad,12.0,28.6,0.62,6.4,8.1
tomato,Hyderabad,18.2,14.3,0.82,3.3,17.4
tomato,Hyderabad,29.4,27.3,0.85,4.8,16.84
wheat,Chennai,39.8,13.1,0.65,6.8,29.72
wheat,Hyderabad,23.4,35.0,0.95,1.3,24.59
onion,Bangalore,27.9,25.0,0.73,1.6,21.63
tomato,Hyderabad,24.4,13.7,0.84,6.2,17.12
wheat,Hyderabad,38.6,40.3,0.72,2.1,23.69
wheat,Chennai,22.1,30.2,0.83,6.2,16.83
onion,Bangalore,19.3,44.0,0.65,7.7,7.55
onion,Hyderabad,16.9,11.6,0.88,7.0,20.01
onion,Chennai,35.4,20.4,0.74,7.3,20.04
onion,Hyderabad,39.3,41.6,0.65,6.8,15.19
tomato,Chennai,26.6,28.5,0.73,1.5,15.74
onion,Hyderabad,34.1,14.9,0.91,5.4,21.1
onion,Bangalore,31.0,29.2,0.84,1.6,20.39
tomato,Chennai,16.3,33.1,0.96,3.8,12.04
onion,Chennai,32.4,40.4,0.81,6.3,12.37
wheat,Bangalore,20.4,23.6,0.8,7.5,18.14
wheat,Chennai,28.4,41.6,0.98,5.6,16.57
onion,Chennai,11.7,27.1,0.83,5.3,10.02
onion,Bangalore,23.3,36.4,0.9,2.9,14.79
tomato,Chennai,36.8,26.6,0.98,2.5,21.01
wheat,Chennai,35.3,29.9,0.75,7.5,21.67
wheat,Chennai,18.2,35.6,0.93,6.0,16.99
tomato,Hyderabad,14.2,10.1,0.7,5.9,17.37
wheat,Hyderabad,37.3,17.5,0.68,2.3,29.97
wheat,Hyderabad,27.9,10.5,0.74,2.0,31.16
tomato,Bangalore,13.1,23.6,0.69,6.9,9.96
tomato,Bangalore,12.1,11.1,0.9,1.9,16.2
onion,Chennai,11.5,19.2,0.63,3.6,14.78
wheat,Bangalore,12.8,33.1,0.73,6.2,16.38
onion,Chennai,36.9,18.5,0.74,7.7,17.33
onion,Chennai,19.9,13.3,1.0,2.9,25.04
onion,Bangalore,21.2,26.0,0.67,5.4,17.42
wheat,Hyderabad,34.0,40.0,0.79,6.5,18.2
wheat,Bangalore,15.9,15.8,0.91,2.6,19.4
wheat,Chennai,36.3,40.4,0.78,1.1,26.64
onion,Chennai,28.2,29.5,0.86,2.1,18.13
onion,Hyderabad,20.2,34.8,0.62,3.9,14.43
tomato,Bangalore,33.9,32.1,0.84,3.5,20.98
tomato,Chennai,33.1,10.1,0.96,2.9,22.64
wheat,Hyderabad,34.2,15.7,0.78,4.5,27.45
tomato,Hyderabad,20.8,33.4,0.85,2.6,8.51
wheat,Bangalore,35.9,27.8,0.77,3.6,27.36
onion,Bangalore,30.1,18.8,0.61,5.9,21.95
onion,Chennai,22.3,28.4,0.98,5.2,16.09
wheat,Chennai,26.2,37.2,0.73,3.5,19.85
wheat,Chennai,17.6,43.2,0.85,2.1,18.91
onion,Chennai,14.0,24.3,0.64,6.7,14.54
onion,Chennai,25.2,22.0,0.67,1.7,23.62
tomato,Hyderabad,27.0,23.9,0.91,1.3,19.02
tomato,Chennai,25.7,29.3,0.64,1.9,16.77
wheat,Chennai,31.4,27.3,0.94,1.7,29.08
tomato,Bangalore,26.7,34.8,0.65,6.7,10.43
tomato,Bangalore,30.2,25.1,0.93,2.4,18.64
onion,Bangalore,29.4,39.6,0.79,6.1,15.72
wheat,Hyderabad,35.0,24.2,0.98,1.6,30.86
onion,Bangalore,26.7,24.2,0.68,5.2,19.37
tomato,Chennai,31.9,19.0,0.67,5.8,18.98
wheat,Chennai,24.4,28.6,0.72,4.5,21.9
onion,Hyderabad,33.8,27.3,0.72,2.1,23.89
wheat,Bangalore,35.3,18.1,0.6,5.6,25.97
onion,Hyderabad,12.3,13.7,0.8,5.3,17.02
onion,Hyderabad,31.5,30.8,0.73,1.2,19.26
wheat,Hyderabad,22.6,30.2,0.95,7.0,20.37
wheat,Hyderabad,16.3,37.1,0.77,2.3,20.74
wheat,Hyderabad,19.6,21.9,0.87,1.4,26.92
wheat,Chennai,16.7,45.0,0.67,6.4,14.83
onion,Chennai,35.6,21.0,0.81,4.4,21.37
wheat,Hyderabad,36.7,15.8,0.66,5.0,25.23
wheat,Bangalore,38.4,18.6,0.87,6.2,28.51
onion,Chennai,36.5,21.1,0.88,2.8,25.63
tomato,Chennai,19.0,17.5,0.62,1.3,19.4
tomato,Bangalore,30.4,33.1,0.85,6.9,14.07
wheat,Hyderabad,31.0,19.0,0.83,4.7,25.84
tomato,Chennai,25.2,17.8,0.82,2.0,19.51
onion,Bangalore,12.8,18.4,0.95,3.8,19.81
wheat,Chennai,35.8,28.3,0.68,7.2,22.02
tomato,Hyderabad,23.8,29.8,0.66,4.3,11.15
onion,Hyderabad,10.5,19.6,0.6,3.9,16.65
onion,Chennai,28.9,28.5,0.63,7.8,16.15
onion,Hyderabad,13.7,43.0,0.78,3.2,13.68
tomato,Chennai,32.5,28.9,0.95,1.9,18.31
onion,Chennai,23.5,24.8,0.7,3.6,17.55
onion,Bangalore,34.4,11.2,0.64,1.3,25.99
tomato,Hyderabad,25.3,28.6,0.71,7.4,9.63
onion,Hyderabad,25.9,24.3,0.71,1.9,20.15
wheat,Hyderabad,39.9,21.5,0.75,5.3,25.46
wheat,Chennai,13.2,36.9,0.88,6.2,17.41
tomato,Chennai,20.0,26.5,0.73,5.9,11.98
wheat,Chennai,12.2,11.6,0.74,7.8,21.12
wheat,Hyderabad,22.3,32.2,0.61,7.3,10.53
tomato,Hyderabad,23.0,29.9,0.95,7.5,14.07
tomato,Bangalore,13.4,43.5,0.75,5.5,6.97
onion,Chennai,35.5,37.1,0.72,3.3,21.07
onion,Chennai,26.9,15.7,0.72,7.3,20.43
tomato,Hyderabad,30.1,26.4,0.74,7.0,11.69
wheat,Bangalore,10.7,31.3,0.75,3.9,15.33
wheat,Hyderabad,15.4,33.2,0.87,2.8,20.65
wheat,Chennai,35.0,36.7,0.73,4.7,19.58
wheat,Bangalore,31.5,43.0,0.88,7.6,16.89
tomato,Hyderabad,18.4,19.6,0.67,3.3,15.3
wheat,Chennai,21.5,21.4,0.7,4.7,19.23
onion,Chennai,30.6,36.1,0.93,3.5,18.72
onion,Hyderabad,35.1,21.4,0.8,7.6,18.79
tomato,Bangalore,28.2,36.4,0.96,7.4,9.15
wheat,Chennai,14.2,34.9,0.86,1.3,20.59
wheat,Bangalore,17.5,25.1,0.87,4.0,19.46
onion,Chennai,32.9,42.0,0.77,4.0,15.7
tomato,Hyderabad,10.3,32.3,0.76,3.1,10.67
tomato,Hyderabad,10.9,26.1,0.79,4.8,10.44
wheat,Chennai,16.9,40.6,0.67,4.0,16.06
wheat,Bangalore,20.5,22.6,0.94,4.9,21.02
wheat,Bangalore,36.9,41.6,0.73,7.7,17.92
tomato,Bangalore,11.0,38.7,0.82,3.4,6.57
onion,Hyderabad,27.8,17.3,0.73,5.5,20.55
tomato,Chennai,32.9,33.3,0.7,7.1,13.69
tomato,Hyderabad,11.3,18.6,0.91,1.5,16.18
onion,Bangalore,36.4,17.0,0.98,3.4,24.55
wheat,Chennai,16.8,41.7,0.79,2.6,15.53
wheat,Bangalore,35.0,20.8,0.76,3.4,28.57
onion,Chennai,31.7,32.6,0.71,3.1,21.58
wheat,Bangalore,23.9,43.3,0.98,6.5,15.85
tomato,Hyderabad,13.9,32.4,0.91,7.0,5.51
tomato,Chennai,12.1,38.9,0.7,5.8,5.47
tomato,Bangalore,14.9,29.8,0.73,2.2,10.73
onion,Chennai,15.1,23.4,0.95,3.5,19.67
tomato,Hyderabad,38.4,15.1,0.67,7.0,19.92
wheat,Hyderabad,33.5,43.9,0.73,1.3,18.34
onion,Chennai,10.5,16.7,0.9,7.6,14.93
tomato,Bangalore,14.2,17.7,0.83,1.5,14.28
tomato,Chennai,14.1,19.5,0.68,7.2,11.29
onion,Chennai,19.4,23.3,0.61,6.1,15.61
tomato,Bangalore,11.3,38.6,1.0,3.8,10.25
onion,Hyderabad,17.6,36.7,0.88,3.3,17.29
tomato,Bangalore,39.1,24.9,0.93,1.4,22.74
wheat,Chennai,36.7,39.6,0.72,6.5,21.46
onion,Chennai,13.0,24.6,0.72,7.5,14.76
tomato,Hyderabad,31.1,19.1,0.98,4.7,17.6
onion,Bangalore,21.0,13.5,0.87,1.1,21.03
tomato,Hyderabad,13.9,43.7,0.85,7.2,5.0
wheat,Chennai,20.0,41.5,0.64,1.8,18.8
wheat,Bangalore,22.5,36.5,0.76,6.8,20.25
onion,Hyderabad,10.7,24.0,0.99,1.7,14.34
onion,Bangalore,36.1,18.3,0.63,5.4,20.63
tomato,Chennai,37.9,33.9,0.7,5.5,13.61
wheat,Bangalore,34.7,28.9,0.69,3.8,26.17
tomato,Hyderabad,33.5,30.1,0.65,3.9,14.45
wheat,Hyderabad,30.3,18.7,0.83,7.6,23.28
onion,Bangalore,30.7,43.9,0.92,2.0,17.75
wheat,Bangalore,13.3,26.1,0.88,8.0,16.09
wheat,Hyderabad,26.3,39.4,0.95,2.1,18.76
wheat,Hyderabad,27.9,39.9,0.75,6.2,14.72
wheat,Hyderabad,34.1,38.0,0.97,3.8,22.95
wheat,Chennai,31.4,22.9,0.73,2.8,29.68
wheat,Bangalore,16.0,13.3,0.65,6.5,18.3
onion,Chennai,26.4,36.0,0.74,4.2,14.09
wheat,Chennai,12.2,26.2,0.72,5.3,17.49
wheat,Hyderabad,35.3,26.2,0.9,4.7,27.74
tomato,Chennai,20.1,27.2,0.73,3.3,11.14
wheat,Chennai,11.4,13.9,0.74,5.2,20.05
wheat,Hyderabad,36.6,38.3,0.81,6.1,19.96
onion,Hyderabad,13.8,43.2,0.83,3.1,10.65
wheat,Chennai,17.5,41.3,0.89,5.5,13.15
wheat,Bangalore,33.5,33.8,0.79,7.3,23.56
wheat,Bangalore,34.4,36.6,0.71,2.1,21.03
tomato,Hyderabad,35.1,43.2,0.92,3.6,15.11
wheat,Bangalore,20.5,15.8,0.61,3.7,22.9
tomato,Chennai,39.1,10.9,0.91,3.2,25.22
onion,Hyderabad,37.5,14.9,0.82,2.9,26.41
onion,Chennai,12.3,15.1,0.88,1.2,23.95
tomato,Bangalore,28.7,26.9,0.76,7.9,11.48
wheat,Chennai,18.1,13.5,0.74,3.8,26.51
onion,Hyderabad,17.6,23.3,0.8,7.7,13.33
tomato,Hyderabad,15.1,26.0,0.93,3.7,15.57
wheat,Bangalore,36.8,42.0,0.69,1.3,24.89
tomato,Hyderabad,12.3,11.0,0.95,6.2,12.15
tomato,Bangalore,21.9,24.6,0.67,1.8,11.24
tomato,Chennai,36.6,16.9,0.9,3.0,24.28
wheat,Bangalore,13.6,36.5,0.64,4.1,13.34
tomato,Chennai,36.6,11.6,0.67,1.8,24.33
wheat,Hyderabad,39.1,29.3,0.79,7.9,26.46
onion,Chennai,21.5,30.8,0.63,2.8,17.31
onion,Hyderabad,13.5,34.1,0.76,2.4,12.19
onion,Bangalore,17.6,20.9,0.65,7.1,14.12
wheat,Chennai,10.6,44.1,0.68,6.8,6.52
wheat,Chennai,24.9,24.3,0.88,7.3,21.67
wheat,Bangalore,28.7,32.6,0.89,3.0,21.62
tomato,Chennai,39.5,38.5,0.67,1.0,12.95
onion,Hyderabad,17.3,14.0,0.81,7.0,15.79
wheat,Bangalore,25.2,38.4,0.94,7.4,18.39
tomato,Bangalore,12.2,38.6,0.95,5.5,10.55
onion,Hyderabad,10.3,10.8,0.6,1.8,17.98
onion,Chennai,16.6,44.5,0.72,1.9,13.92
wheat,Chennai,19.2,44.1,0.88,6.0,14.5
tomato,Bangalore,32.2,33.1,0.69,4.0,14.8
wheat,Hyderabad,27.6,25.7,0.9,1.5,27.83
onion,Chennai,39.9,37.3,0.72,2.9,21.36
onion,Hyderabad,25.8,15.6,0.89,5.9,21.45
onion,Hyderabad,19.0,36.5,0.77,4.9,11.58
tomato,Bangalore,33.2,30.0,0.64,4.0,16.03
wheat,Hyderabad,15.7,38.2,0.65,2.7,17.19
wheat,Chennai,33.6,26.2,1.0,6.9,23.25
onion,Chennai,36.1,32.2,0.94,2.8,22.21
tomato,Chennai,22.8,28.4,0.74,5.4,10.05
wheat,Hyderabad,39.1,42.4,0.97,3.6,24.44
wheat,Chennai,13.6,28.6,0.74,6.5,16.0
tomato,Bangalore,34.8,34.8,0.79,5.1,13.93
wheat,Bangalore,28.9,32.0,0.99,3.8,23.34
tomato,Chennai,28.7,38.9,0.97,6.6,14.52
tomato,Chennai,31.0,10.2,0.79,1.8,20.63
tomato,Hyderabad,38.8,43.6,0.78,5.5,8.64
wheat,Bangalore,25.0,21.8,0.72,1.5,27.53
wheat,Hyderabad,13.6,12.3,0.99,5.8,26.31
wheat,Hyderabad,33.4,26.7,0.77,1.1,25.59
tomato,Bangalore,31.7,40.9,0.85,1.9,10.89
onion,Bangalore,30.6,21.1,0.67,1.7,23.49
tomato,Chennai,23.5,21.3,0.94,5.2,18.77
wheat,Bangalore,21.6,16.5,0.92,3.9,25.36
wheat,Chennai,24.5,13.2,0.65,2.7,25.36
tomato,Chennai,26.5,35.3,1.0,1.9,17.0
onion,Hyderabad,35.3,39.6,0.73,1.6,17.14
wheat,Bangalore,35.4,20.8,0.68,4.8,28.54
wheat,Bangalore,23.3,18.6,0.87,7.1,24.26
tomato,Chennai,23.4,42.1,0.79,2.9,9.2
tomato,Hyderabad,10.1,28.6,0.64,3.7,5.34
tomato,Bangalore,33.2,43.1,0.64,2.1,13.66
onion,Bangalore,22.2,11.1,0.99,7.9,18.61
onion,Hyderabad,30.4,35.2,0.63,1.7,18.34
tomato,Hyderabad,37.1,28.4,0.92,1.8,20.75
tomato,Hyderabad,16.2,19.2,0.96,7.4,11.49
onion,Hyderabad,27.3,39.9,0.99,4.1,12.75
wheat,Chennai,25.1,21.9,0.9,4.8,27.92
wheat,Chennai,26.3,18.3,0.94,4.9,26.36
tomato,Hyderabad,35.3,25.9,0.89,1.7,17.57
tomato,Hyderabad,34.3,15.6,0.71,3.3,22.9
tomato,Chennai,25.3,38.4,0.77,1.9,13.88
onion,Chennai,38.6,37.8,0.83,5.5,17.77
wheat,Chennai,26.8,32.3,0.99,1.5,25.77
onion,Hyderabad,17.4,26.7,0.97,6.1,13.95
tomato,Chennai,27.4,31.9,0.62,2.5,17.48
onion,Hyderabad,18.7,32.0,0.83,5.3,10.52
onion,Hyderabad,14.1,39.7,0.85,2.3,13.5
tomato,Hyderabad,36.2,36.0,0.86,3.8,14.08
onion,Chennai,18.9,24.9,0.67,1.8,19.95
wheat,Hyderabad,31.2,41.3,0.69,3.4,18.68
onion,Hyderabad,36.3,20.5,0.93,2.1,28.93
wheat,Chennai,37.7,19.4,1.0,5.7,32.66
tomato,Chennai,17.0,40.8,0.93,2.6,8.11
onion,Bangalore,13.1,39.8,0.84,7.7,6.06
tomato,Hyderabad,29.5,11.0,0.61,1.9,21.88
onion,Bangalore,22.7,42.3,0.63,6.6,8.46
onion,Hyderabad,33.5,39.3,0.83,3.8,15.23
wheat,Hyderabad,17.4,38.1,0.84,3.6,16.07
wheat,Hyderabad,11.2,44.6,0.87,5.8,11.15
wheat,Chennai,28.2,27.0,0.64,2.9,23.31
onion,Bangalore,12.2,35.0,0.88,5.3,13.35
tomato,Hyderabad,37.2,16.6,0.7,1.4,24.1
wheat,Bangalore,15.3,33.1,0.99,7.1,16.04
wheat,Bangalore,38.0,41.3,0.91,6.0,22.32
wheat,Hyderabad,35.9,27.2,0.65,1.0,24.04
onion,Bangalore,26.5,21.6,0.67,4.3,18.69
tomato,Hyderabad,24.0,26.3,0.7,7.0,9.73
tomato,Bangalore,39.3,13.9,0.68,4.3,20.89
onion,Hyderabad,11.6,39.9,0.97,1.6,14.63
wheat,Chennai,12.5,31.6,0.6,6.4,11.61
tomato,Bangalore,10.2,34.3,0.73,5.0,7.58
wheat,Hyderabad,34.7,44.4,0.76,6.3,18.19
tomato,Bangalore,15.1,37.7,0.86,5.0,7.03
onion,Chennai,35.1,43.6,0.62,1.5,17.29
tomato,Hyderabad,38.3,32.6,0.69,6.1,14.37
onion,Hyderabad,16.4,30.9,0.91,3.4,17.36
onion,Chennai,28.7,41.1,0.68,7.9,10.75
wheat,Bangalore,24.9,25.1,0.98,2.4,22.83
wheat,Hyderabad,24.1,44.6,0.96,3.3,15.92
tomato,Bangalore,10.5,38.7,0.95,7.0,5.0
tomato,Hyderabad,22.0,26.1,0.96,7.3,7.5
wheat,Bangalore,14.2,30.6,0.68,6.5,14.5
onion,Chennai,15.8,31.5,0.99,7.2,13.21
tomato,Hyderabad,30.7,39.1,0.76,5.8,12.52
tomato,Bangalore,35.9,12.3,0.86,1.8,23.12
tomato,Bangalore,11.6,42.1,0.96,2.6,8.95
wheat,Chennai,34.3,37.1,0.66,4.2,21.05
onion,Hyderabad,20.1,32.2,0.62,5.3,13.66
tomato,Bangalore,18.4,39.4,0.62,3.8,7.01
tomato,Bangalore,15.0,42.7,0.95,7.1,6.82
wheat,Hyderabad,32.4,13.2,0.7,4.9,30.27
tomato,Bangalore,34.7,40.8,0.87,4.8,11.6
